No,classification,PGR,P-PET,Leak,GW_Abs,Pop_den,Irri_int,Aquifer
370,Decreasing,146.9266968,140.3776245,3.332,13.058,138.6158032,5001,Chalk
371,No trend,160.9112396,183.6657104,9.786,16.604,89.38531328,1001,Permian Sandstone
372,No trend,94.66872406,26.59651184,3.332,13.058,129.179411,5001,Chalk
373,Increasing,169.5662384,251.8193817,13.911,6.465,1620.409373,101,Triassic Sandstone
374,No trend,22.09410286,99.73484802,3.332,13.058,75.90287522,5001,Chalk
375,No trend,344.6578674,264.6012878,36.032,42.555,92.45910653,51,Chalk
376,Decreasing,93.36795807,76.75492096,14.592,42.555,177.1163532,1001,Chalk
377,No trend,174.7529449,138.640213,6.946,41.78,949.3345915,251,Lower Greensand
378,Increasing,343.3947144,361.1690063,14.592,41.78,101.8788916,1001,Chalk
379,Increasing,383.5802307,343.9482422,14.592,41.78,91.56731636,1001,Chalk
381,No trend,496.5090332,412.1405334,8.174,41.78,317.5120003,1001,Chalk
382,No trend,457.1873779,355.4300537,8.174,41.78,87.05778363,251,Chalk
383,No trend,138.1448059,173.2349091,9.786,16.604,54.61118054,1001,Permian Sandstone
384,Increasing,425.9621582,295.7502441,8.174,41.78,356.6704029,251,Lower Greensand
385,No trend,311.9630127,227.1964722,36.032,42.555,90.07322585,51,Chalk
386,Sudden downward change,73.33055878,69.32291412,8.59,7.187,236.0890639,51,Triassic Sandstone
387,No trend,310.8089294,223.7340088,8.59,7.187,21.02412191,751,Corallian Limestone
388,No trend,379.0520935,245.2364655,8.174,41.78,72.28813962,251,Chalk
389,No trend,193.5517426,135.3363037,3.332,13.058,161.7742428,1001,Chalk
392,Sudden upward change,156.0017853,175.263092,6.424,7.187,166.0568598,251,Magnesian Limestone
393,Increasing,494.5845337,359.3753357,6.946,41.78,305.7251334,251,Corallian Limestone
394,No trend,79.83807373,110.6547318,8.59,7.187,67.90283002,251,Triassic Sandstone
395,No trend,14.05883789,80.5389328,3.332,13.058,124.8036082,1001,Crag
396,Increasing,138.7212982,151.7320557,6.424,7.187,156.4937611,251,Magnesian Limestone
397,No trend,326.8277283,268.446991,8.174,41.78,654.7802013,1,Chalk
398,No trend,303.8530884,219.4083252,8.174,41.78,4677.986667,1,Chalk
399,No trend,139.3747101,74.20871735,3.332,13.058,151.1581076,101,Oolites
400,Increasing,272.2120056,251.1398315,4.294,9.611,205.9919125,51,Chalk
401,No trend,127.4353027,104.0262909,3.332,13.058,95.4127948,1001,Crag
402,No trend,102.1256256,126.1135483,3.332,13.058,61.92147031,1001,Chalk
403,Increasing,47.55648041,258.8648071,12.995,41.78,1481.771811,101,Chalk
404,No trend,14.05883789,93.50889587,3.332,13.058,119.937709,1001,Crag
405,No trend,190.8206024,143.9694061,14.592,42.555,524.7459351,101,Chalk
406,Decreasing,34.77033997,88.27381897,3.332,13.058,76.50287515,1001,Chalk
407,No trend,308.7204895,251.2761078,36.032,42.555,122.7518857,51,Chalk
408,No trend,32.57049942,91.27327728,14.592,42.555,791.7629537,101,Chalk
409,No trend,333.4649658,300.9709473,36.032,42.555,36.89665216,51,Chalk
412,Sudden upward change,159.9517059,125.9703522,18.409,16.604,233.8153138,501,Triassic Sandstone
413,No trend,87.5943222,107.6526642,3.332,13.058,82.79085124,751,Oolites
414,Decreasing,299.0784302,263.3273315,8.59,7.187,31.74448008,51,Chalk
415,Increasing,20.21963882,117.9726944,36.032,42.555,251.8730785,51,Oolites
416,Increasing,250.2923279,274.2609863,36.032,42.555,274.8742574,101,Chalk
417,No trend,108.870697,119.5365372,3.332,13.058,70.33514329,751,Spilsby Sandstone
418,Decreasing,251.6253967,211.1611328,9.786,16.604,60.88088336,1001,Triassic Sandstone
419,No trend,89.35514832,61.71603394,3.332,13.058,76.30107041,751,Oolites
420,No trend,430.6074219,497.4833374,13.911,6.465,1026.752624,1,Carboniferous Limestone
421,No trend,98.00636292,75.03051758,8.59,7.187,129.0978367,51,Triassic Sandstone
422,No trend,30.34093094,60.62198257,3.332,13.058,102.873703,1001,Chalk
423,No trend,444.0561829,394.8988647,8.174,41.78,89.74661279,1001,Lower Greensand
424,No trend,102.7848587,130.8632965,6.424,7.187,139.7154743,251,Magnesian Limestone
425,No trend,172.2904816,181.6916504,9.786,16.604,75.46989286,1001,Permian Sandstone
428,Increasing,23.45646667,174.2704315,14.592,42.555,4078.458137,101,Chalk
429,Increasing,812.8363647,729.6828613,13.911,6.465,33.56613575,1,Triassic Sandstone
430,No trend,17.34440231,110.0346909,3.332,13.058,105.9411123,1001,Chalk
431,Decreasing,310.6312256,274.7832336,14.592,42.555,391.5294274,101,Chalk
432,Increasing,41.76258469,385.5157166,13.911,6.465,4968.868133,101,Triassic Sandstone
433,Increasing,22.11389351,119.352356,14.592,42.555,6367.95142,101,Chalk
434,Decreasing,172.6843414,210.1794281,6.424,7.187,31.0226601,1,Fell Sandstone& Border Group
435,Decreasing,160.9941406,160.5045166,9.786,16.604,641.9293255,501,Triassic Sandstone
436,Decreasing,198.562149,206.4481506,36.032,42.555,184.8903922,251,Chalk
437,Increasing,200.1542664,288.530304,13.911,6.465,1764.081438,101,Triassic Sandstone
439,Increasing,473.6097412,526.2041626,12.995,41.78,110.0705895,1001,Chalk
440,Increasing,23.3736248,74.03781128,3.332,13.058,153.1206235,751,Oolites
441,Increasing,350.4932251,400.3363342,8.174,41.78,167.769939,1001,Lower Greensand
442,Increasing,350.4932251,400.3363342,8.174,41.78,167.7239475,1001,Lower Greensand
443,Increasing,436.6575928,357.9526672,12.995,41.78,119.5413225,1001,Chalk
444,Increasing,323.5183411,286.6520996,8.174,41.78,3809.675931,1,Chalk
445,No trend,263.5560303,280.7428894,36.032,41.78,632.0047297,1,Chalk
446,Decreasing,27.31492996,85.03022003,4.342,13.058,77.12745827,5001,Chalk
447,No trend,233.4269562,184.3700714,9.786,16.604,111.6222095,101,Triassic Sandstone
448,Increasing,118.9245682,213.0178833,8.174,41.78,141.1819706,1001,Chalk
449,No trend,126.5127411,306.743866,13.911,6.465,1035.941402,1,Triassic Sandstone
450,Increasing,125.0598755,81.06632996,8.59,7.187,167.4689267,51,Magnesian Limestone
451,Sudden downward change,138.8046417,180.9141388,3.332,13.058,248.7040302,751,Spilsby Sandstone
452,No trend,41.99853134,79.85123444,3.332,13.058,58.05139942,2501,Crag
453,Increasing,178.8205719,283.7649841,12.995,41.78,284.1599412,1001,Chalk
454,No trend,257.8831482,221.2422791,8.59,7.187,178.4184134,51,Triassic Sandstone
455,Decreasing,22.93728828,78.86461639,4.342,13.058,105.5215997,5001,Chalk
456,No trend,179.8163605,143.7539825,14.592,42.555,334.9625307,101,Chalk
457,Sudden upward change,146.7029114,181.5853424,6.424,7.187,336.1979424,1,Unallocated to aquifers
458,Decreasing,222.6406555,127.8422928,6.946,42.555,1181.254074,251,Chalk
459,No trend,188.6655426,132.8128204,36.032,41.78,660.6337616,1,Lower Greensand
460,No trend,32.70052338,96.87832642,4.342,13.058,76.44172174,1001,Chalk
461,Sudden upward change,108.2561798,187.8423767,6.424,7.187,635.607038,1,Fell Sandstone& Border Group
462,Decreasing,119.4379272,81.84114075,14.592,13.058,124.2350717,5001,Chalk
464,No trend,9.617904663,22.56605148,3.332,13.058,162.7837953,5001,Lower Greensand
465,Increasing,48.57468796,265.0739136,8.59,7.187,20.20582823,751,Triassic Sandstone
466,No trend,122.8221893,105.3680115,3.332,13.058,785.8742157,751,Oolites
467,No trend,292.5929871,306.9000244,36.032,42.555,155.8186848,51,Chalk
468,No trend,218.3881073,170.1189575,9.786,16.604,70.57014939,1001,Permian Sandstone
469,No trend,14.36840057,59.13619995,6.946,41.78,472.3144148,251,Chalk
470,Increasing,14.36840057,59.13619995,6.946,41.78,472.7744317,251,Chalk
471,Decreasing,178.407608,155.2396393,9.786,16.604,350.3210206,2501,Magnesian Limestone
472,No trend,88.12944794,103.6656265,8.59,7.187,54.94991792,251,Triassic Sandstone
473,No trend,120.1216431,125.0113983,8.59,7.187,61.90922163,251,Triassic Sandstone
474,Increasing,105.6052017,161.3447113,4.512,16.604,465.870989,501,Unallocated to aquifers
475,Decreasing,179.0143738,105.8844452,14.592,13.058,165.5177016,5001,Chalk
476,No trend,254.7611237,196.7064209,14.592,42.555,543.8728815,101,Chalk
477,Increasing,26.82621002,170.5639954,6.946,42.555,288.8617807,251,Chalk
478,No trend,175.7256622,119.7411728,9.786,16.604,249.2633942,1001,Unallocated to aquifers
479,No trend,78.80516815,42.90653992,4.342,13.058,108.2565561,5001,Chalk
480,No trend,338.7644958,385.0045776,12.995,41.78,147.6304416,101,Chalk
481,No trend,142.2746124,149.8680267,8.59,7.187,193.1515843,501,Magnesian Limestone
482,Decreasing,142.781189,238.7883759,8.59,7.187,53.27576857,251,Carboniferous Limestone
483,No trend,340.5809631,438.1201477,6.946,42.555,372.6635507,501,Lower Greensand
484,Decreasing,194.6991577,179.7498627,9.786,16.604,102.7418206,101,Triassic Sandstone
485,No trend,115.2283325,338.7015991,13.911,6.465,934.4109952,101,Triassic Sandstone
486,Decreasing,151.4622345,107.9571991,3.332,13.058,239.0958167,5001,Chalk
487,Decreasing,120.7180023,102.6236191,3.332,13.058,58.54071782,5001,Chalk
488,Increasing,203.7209625,193.7220612,8.59,7.187,526.2559482,51,Triassic Sandstone
489,No trend,391.4468689,363.9518433,8.174,41.78,170.0734679,1,Chalk
490,No trend,344.7736206,344.6357422,6.946,41.78,88.45793184,1,Chalk
491,Increasing,145.182373,389.4289551,13.911,6.465,708.3001807,101,Triassic Sandstone
492,Increasing,383.0671997,335.9241943,12.995,41.78,197.5003843,101,Chalk
493,Increasing,253.7683258,236.9286652,13.911,6.465,115.6297029,101,Triassic Sandstone
494,No trend,91.48007965,30.2265358,3.332,13.058,128.8474127,5001,Chalk
495,Increasing,426.6903992,409.6987,6.946,41.78,107.2154261,1,Chalk
497,Decreasing,337.3647461,389.2767334,8.174,41.78,78.15568311,1001,Lower Greensand
498,No trend,113.9756927,307.8435669,13.911,6.465,688.1714774,101,Triassic Sandstone
499,Decreasing,249.8906403,297.5727844,36.032,42.555,531.6592731,51,Chalk
500,Increasing,313.8178711,254.7140656,8.174,41.78,1189.61943,1001,Chalk
501,No trend,212.5476227,90.21412659,36.032,42.555,283.329786,251,Lower Greensand
502,Sudden upward change,52.03769302,84.57478333,8.59,7.187,118.5805722,251,Triassic Sandstone
503,No trend,33.00740051,89.82021332,14.592,42.555,1083.374575,1001,Chalk
504,No trend,278.188385,278.2833557,8.174,41.78,88.38141192,1,Chalk
505,Decreasing,280.5744934,290.7394714,4.294,9.611,157.1667367,51,Chalk
507,Increasing,36.21283722,150.424057,9.786,16.604,344.5813297,251,Triassic Sandstone
508,Decreasing,159.3762665,163.5243378,9.786,16.604,1097.527401,2501,Magnesian Limestone
509,No trend,122.1439667,121.9489822,3.332,13.058,28.27515026,5001,Chalk
510,No trend,63.82392883,62.57164383,8.59,16.604,188.862605,2501,Triassic Sandstone
511,Increasing,175.8043213,199.8630524,9.786,16.604,736.9634445,1001,Triassic Sandstone
512,No trend,56.67352295,104.0402603,3.332,13.058,375.922739,751,Oolites
513,Decreasing,422.0249023,398.5098267,6.946,41.78,728.8804542,1,Chalk
514,No trend,36.13834,259.8786926,4.294,42.555,113.6664202,251,Oolites
515,Increasing,356.7070618,311.2901001,14.592,41.78,719.4672938,1001,Chalk
516,No trend,154.684082,161.9789886,8.59,7.187,294.0039892,51,Triassic Sandstone
517,Decreasing,233.4269562,167.66745,9.786,16.604,115.8092254,101,Triassic Sandstone
518,No trend,130.8386383,317.6296997,4.294,9.611,426.6252984,51,Chalk
519,No trend,408.05765,321.1092224,6.946,41.78,757.8031024,1,Chalk
520,No trend,159.5322418,197.449295,9.786,16.604,81.49235761,1001,Unallocated to aquifers
521,Decreasing,156.6133728,141.8507385,3.332,13.058,107.340803,5001,Chalk
522,No trend,230.0412598,210.8882294,36.032,42.555,87.21154546,51,Chalk
523,No trend,89.16043091,70.35617828,3.332,13.058,103.8321772,751,Oolites
524,No trend,459.1249695,473.2490845,3.811,9.611,247.6885997,51,Permian Sandstone
525,No trend,172.0188904,131.6213837,3.332,13.058,80.73687374,5001,Chalk
526,No trend,165.6544647,42.50993347,9.093,13.058,149.0771423,2501,Crag
527,Increasing,115.1021194,142.6548767,3.332,7.187,513.2500471,251,Magnesian Limestone
528,Increasing,374.1289063,368.6151428,12.995,41.78,230.1731574,101,Chalk
529,No trend,267.1319275,225.7176819,14.592,42.555,452.7909356,101,Chalk
530,Increasing,164.4908447,65.68048859,14.592,42.555,105.4820881,1001,Chalk
531,Sudden upward change,142.3588104,164.7754974,9.786,16.604,70.07075598,1001,Permian Sandstone
533,No trend,261.706665,190.2371063,36.032,42.555,53.73756267,51,Chalk
534,No trend,222.8641968,159.7745667,14.592,42.555,1084.283055,101,Chalk
535,No trend,241.1515198,230.3475647,36.032,42.555,56.69932685,51,Chalk
536,Decreasing,9.192804337,101.6130676,36.032,42.555,11276.73884,251,Chalk
537,Increasing,193.2528381,152.3889008,9.786,16.604,88.86582175,1001,Triassic Sandstone
538,Increasing,816.4931641,579.9030762,13.911,6.465,123.2752923,1,Carboniferous Limestone
539,Sudden downward change,16.76458549,82.91786957,8.59,7.187,115.9598459,251,Triassic Sandstone
540,No trend,32.57049942,84.16286469,14.592,42.555,791.5704916,101,Chalk
541,Increasing,138.5720978,133.3157654,6.424,7.187,87.02349146,251,Magnesian Limestone
543,Increasing,29.09364891,273.7476501,8.174,41.78,911.8029345,1001,Chalk
544,Increasing,249.5436401,397.8000488,8.174,41.78,134.6041108,1001,Lower Greensand
545,No trend,235.3638,343.7188721,6.946,42.555,178.9364413,501,Lower Greensand
546,No trend,323.7717285,318.5878906,8.174,41.78,484.6976649,251,Lower Greensand
547,No trend,274.4359741,218.4370575,36.032,42.555,53.09990584,51,Chalk
548,No trend,39.3514328,137.217392,9.786,16.604,167.6196124,1001,Triassic Sandstone
549,Decreasing,185.1043091,144.8841858,14.592,42.555,180.6544398,101,Chalk
550,No trend,277.0506287,514.6679688,13.911,6.465,146.5438664,1,Triassic Sandstone
552,Increasing,134.7009125,206.2774048,9.786,16.604,3004.551347,1001,Triassic Sandstone
553,No trend,210.0476532,237.1739807,8.59,7.187,22.85392183,51,Corallian Limestone
555,No trend,86.21539307,80.8484726,9.093,13.058,79.74713278,1001,Chalk
556,Increasing,151.1878815,205.5216217,13.911,6.465,722.0600792,1,Triassic Sandstone
557,Decreasing,128.8518677,160.4520416,3.332,13.058,45.80063932,1001,Chalk
558,Increasing,172.7199707,210.1064606,13.911,6.465,1833.153947,101,Triassic Sandstone
559,Increasing,92.10416412,79.91819763,3.332,13.058,1287.343264,1001,Chalk
560,Decreasing,198.4701538,130.0425415,3.332,13.058,59.34316208,5001,Chalk
561,Sudden upward change,269.9900818,273.481781,6.946,42.555,1291.782959,251,Chalk
563,Increasing,37.60064697,271.4463196,8.174,41.78,569.3088819,251,Chalk
564,No trend,351.6568604,268.9127808,36.032,42.555,209.2389652,51,Chalk
565,No trend,157.4488373,214.894928,8.174,41.78,1247.430158,1001,Chalk
566,Sudden upward change,150.5850677,206.3827057,6.424,7.187,585.3157619,1,Fell Sandstone& Border Group
567,No trend,177.987381,198.6375122,9.786,16.604,296.0149972,1001,Unallocated to aquifers
568,Increasing,624.7852173,629.4815674,13.911,6.465,34.17313476,1,Triassic Sandstone
569,No trend,33.72258759,197.9144745,36.032,42.555,149.566452,51,Chalk
570,No trend,507.2883911,368.7159119,13.911,6.465,16.46735042,1,Permian Sandstone
573,No trend,196.3090515,117.1732635,14.592,42.555,353.7117245,101,Chalk
574,No trend,312.4320374,287.2144775,8.174,41.78,304.5084898,1,Chalk
575,No trend,320.0761719,258.901825,36.032,42.555,77.42311099,51,Chalk
576,No trend,44.9602623,46.31913757,3.332,13.058,73.681266,1001,Chalk
578,Increasing,413.9698486,398.8764343,4.294,9.611,58.73741363,101,Lower Greensand
579,No trend,88.07300568,153.4124603,8.174,41.78,117.847334,1001,Chalk
580,Increasing,18.31440163,159.973938,6.424,7.187,536.6962704,251,Carboniferous Limestone
581,No trend,143.5439301,340.9735413,3.811,9.611,62.12879628,101,Lower Greensand
583,Decreasing,313.5863647,314.3303223,36.032,42.555,133.847443,251,Oolites
585,No trend,37.99515915,87.39506531,14.592,42.555,210.3992603,1001,Chalk
586,No trend,371.8258057,368.0996704,6.946,42.555,305.6661161,501,Chalk
587,No trend,143.1434631,31.48405838,3.332,13.058,93.48196477,1001,Chalk
588,Decreasing,388.446106,391.2860718,7.969,9.611,67.69886751,51,Carboniferous Limestone
589,Increasing,36.84039307,114.8042374,14.592,42.555,713.958075,101,Chalk
590,Increasing,255.0331879,209.0316315,36.032,42.555,280.5768646,51,Chalk
593,No trend,307.6677551,257.6742859,36.032,42.555,108.6218746,51,Oolites
594,No trend,93.33499908,55.50156403,8.59,16.604,600.0238292,2501,Triassic Sandstone
595,No trend,103.7928314,65.00518799,8.59,16.604,497.2546264,2501,Triassic Sandstone
596,Increasing,18.50032997,166.6069794,3.332,13.058,20.96157626,751,Spilsby Sandstone
597,No trend,14.34582424,68.157547,3.332,13.058,114.6117346,1001,Crag
598,No trend,229.6344604,232.6394806,9.786,16.604,72.94099869,1001,Triassic Sandstone
599,Increasing,349.6436462,228.6691895,8.174,41.78,115.5642697,251,Chalk
600,Decreasing,30.0024147,246.279129,8.174,42.555,444.1160512,51,Chalk
601,Increasing,236.5161133,196.3278809,36.032,42.555,116.3922632,51,Chalk
602,No trend,281.3007813,254.1486816,9.786,16.604,73.1338826,251,Unallocated to aquifers
603,No trend,288.3587952,226.880661,36.032,42.555,233.8611061,51,Chalk
605,No trend,241.1515198,245.8161621,36.032,42.555,56.94361917,51,Chalk
606,Decreasing,189.7370605,166.3822021,3.332,13.058,135.3649543,5001,Chalk
607,Increasing,36.13748932,268.7090759,4.294,9.611,636.5529928,51,Oolites
608,No trend,390.1131287,302.3486328,8.174,41.78,227.1395577,1,Chalk
609,No trend,214.6269836,244.2853546,36.032,42.555,163.6254393,251,Oolites
610,No trend,209.0409698,174.4909058,8.59,7.187,137.0156069,51,Chalk
612,No trend,332.0731812,317.9971313,6.946,41.78,604.6552548,1,Chalk
613,Decreasing,322.7089844,292.570343,4.294,9.611,132.7779689,51,Chalk
614,Increasing,348.5297241,304.4960327,8.174,41.78,2012.838992,1,Chalk
615,No trend,146.1979828,175.8042908,8.59,7.187,223.4938131,501,Magnesian Limestone
616,Increasing,273.9103088,246.2210846,36.032,42.555,140.0451489,51,Oolites
617,Increasing,395.2474976,390.0507813,36.032,41.78,67.98078587,1,Chalk
618,No trend,322.7508545,309.4415588,36.032,42.555,47.28354223,51,Chalk
619,No trend,69.75466919,101.2092819,3.332,13.058,140.3444143,5001,Chalk
620,No trend,119.2690659,112.81633,36.032,41.78,2874.631771,1,Chalk
621,Decreasing,181.6022491,91.61558533,14.592,13.058,191.8687373,1001,Chalk
622,No trend,274.6438904,446.3857422,8.174,41.78,77.22690033,1001,Lower Greensand
625,No trend,229.1153564,163.4842529,9.786,16.604,101.2598926,1001,Triassic Sandstone
626,Increasing,455.5844421,491.1231079,6.946,41.78,90.52747102,101,Chalk
627,No trend,348.5297241,278.1225586,8.174,41.78,2305.606555,1,Chalk
628,Decreasing,131.0278015,134.4518433,3.332,13.058,47.43322557,1001,Chalk
629,Increasing,98.78452301,114.1104507,3.332,13.058,1072.870074,1001,Chalk
630,Decreasing,41.99853134,73.88438416,3.332,13.058,57.92445062,2501,Chalk
631,No trend,139.4333801,142.9793854,3.332,13.058,63.23317628,1001,Oolites
632,Increasing,219.9450378,162.0900269,9.786,16.604,72.30596155,1001,Permian Sandstone
